ID,Date,Location,Operator,Type,Aboard,Fatalities
4133,09/21/1992,"Near Kular, Russia",Yakutavia,Mil Mi-8 (helicopter),10,10
4134,09/26/1992,"Near Lagos, Nigeria",Military - Federal Nigerian Air Force,Lockheed C-130H,158,158
4135,10/04/1992,"Amsterdam, Netherlands",El Al,Boeing B-747-258F,4,4
4136,10/07/1992,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Lockheed C-130E Hercules,6,6
4137,10/08/1992,"Near Dingxi, China",Wuhan Airlines,Avia 14M-40,35,14
4138,10/09/1992,"Mogadiscio, Somalia",Kiev Production Association,Antonov 32,13,1
4139,10/18/1992,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,CASA 235-10,31,31
4140,10/19/1992,"Near Usti Nem, Russia",Syktyvkar Avia,Antonov AN-28,16,15
4141,10/21/1992,"Near Lake Caballochoa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,11,8
4142,10/29/1992,"Chita, Russia",Aeroflot,Antonov AN-8,14,13
4143,10/31/1992,"Grand Junction, Colorado",Air Taxi - Alpine Aviation,Piper PA-42,3,3
4144,11/08/1992,"Kiana, Alaska",Air Taxi - Baker Aviation Inc.,Cessna 402C,3,3
4145,11/11/1992,"Near Tver, Russia",Military - Russian Air Force,Antonov AN-22A,33,33
4146,11/11/1992,"Off Bombay, India",Military - Indian Air Force,Mil Mi-8 (helicopter),20,20
4147,11/14/1992,"Near Nha Trang, Vietnam",Vietnam Airlines,Yakovlev YAK-40,31,30
4148,11/15/1992,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Ilyushin IL-18D,34,34
4149,11/19/1992,"Elk City, Idaho",Air Taxi - Wilderness Aviation Inc.,Cessna T207A,3,3
4150,11/24/1992,"Near Liutang, Guangxi, China",China Southern Airlines,Boeing B-737-3Y0,141,141
4151,11/30/1992,"Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B,13,13
4152,12/09/1992,"Uruapan, Mexico",Aero Sudpacifico,Britten-Norman BN-2B-27 Islander,9,9
4153,12/13/1992,"Goma, Congo",Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M,37,37
4154,12/21/1992,"Faro, Algarve, Portugal",Martinair Holland NV,McDonnell Douglas DC-10-30CF,340,56
4155,12/22/1992,"Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB,157,157
4156,01/03/1993,"Ofden, Utah",Air Taxi - South Coast Helicopters Inc.,Bell 206B3,4,4
4157,01/06/1993,"Paris, France",Lufthansa Cityline,de Havilland Canada DHC-8-301,23,4
4158,01/09/1993,"Surabaya, Indonesia",Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234,44,17
4159,01/13/1993,"Sellafield, England",Titan Airways,Embraer 110P1 Bandeirante,2,2
4160,01/14/1993,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Douglas C-47A,2,2
4161,01/27/1993,"Kinshasa, DemocratiRepubliCongo",Trans Service Airlift,Nord 262A-44,21,3
4162,01/31/1993,"Sumatra, Indonesia",Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100,16,16
4163,02/08/1993,"Near Tehran, Iran",Iran Air Tours  /  Military - Iranian Air Force,Tupolev TU-154M / Sukhoi Su-24,133,133
4164,02/10/1993,"Near Daraim, Afghanistan",Military - Afghan Republican Air Force,Mil Mi-8,30,30
4165,02/20/1993,"Bogota, Colombia",Cargo Three Panama,Convair CV-440,2,2
4166,02/28/1993,"Off Green Island, Taiwan",Formosa Airlines,Dornier 228-201,6,6
4167,03/05/1993,"Skopje, Macedonia",Palair Macedonian,Fokker 100,97,83
4168,03/14/1993,"Grants, New Mexico",Air Taxi - Guinn Flying Service,Beechcraft 58,4,4
4169,03/19/1993,"Dagali, Norway",West Aviation,Beech Super King Air 200,10,3
4170,03/23/1993,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Embraer EMB-110 Bandeirante,6,6
4171,03/31/1993,"Anchorage, Alaska",Japan Air Lines,Boeing B-747-466,5,0
4172,04/01/1993,"Blountville, Tennesee",Private,Fairchild SA227-TT,4,4
4173,04/01/1993,"Aspen, Colorado",Air Taxi - Sea PacifiInc.,Aerospatiale SA316B,4,3
4174,04/02/1993,"Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,McDonnell Douglas DC-9-15,11,11
4175,04/06/1993,"950 nm S of  Shemya, Alaska",China Eastern Airlines,McDonnell Douglas MD-11,264,2
4176,04/19/1993,"Zwingle, Iowa",Private,Mitsubishi MU-2B-60,8,8
4177,04/23/1993,"Zavnah, Mongolia",MIAT - Mongolian Airlines,Antonov AN-26B,40,40
4178,04/26/1993,"Aurangabad, India",Indian Airlines,Boeing B-737-2A8,118,56
4179,04/27/1993,"Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-32,76,76
4180,04/27/1993,"Off  Libreville, Gambia",Military - Zambian Air Force,de Havilland  Canada  DHC-5D Buffalo,30,30
4181,04/28/1993,"Shelton, Nebraska",GP Express Airlines,Beechcraft C99,2,2
4182,05/11/1993,"Suva, Fiji",Fiji Air,Britten-Norman BN-2A-6 Islander,2,2
4183,05/15/1993,"Near Cancun, Mexico",Carga del Caribe,Douglas DC-6BF,5,3
4184,05/19/1993,"Near Medellin, Colombia",SAM Colombia,Boeing B-727-46,132,132
4185,06/06/1993,"El Yopal, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,2,2
4186,06/07/1993,"Near Ariab, Sudan",Sasco Air Lines,Cessna 404 Titan,11,11
4187,06/09/1993,"Gulgubip, Papua New Guinea",Southwest Air,Britten-Norman  BN-2A-20 Trislander,11,9
4188,06/16/1993,"Nabire, Indonesia",Merpati Nasantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,3,1
4189,06/17/1993,"Near Tbilisi, Georgia",Tajikistan Airlines,Antonov AN-26,40,40
4190,07/01/1993,"Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Fokker F-28 Fellowship 3000,43,41
4191,07/06/1993,"Near Ochamchire, Georgia",Military - Georgian Air Force,Mil Mi-8,23,23
4192,07/12/1993,"Las Vegas, Nevada",Hyannis Air Service - Air Taxi,Cessna 402C,3,3
4193,07/12/1993,"Talladega, Alabama",Private,"Helicopter, Hughes 369HS",2,1
4194,07/23/1993,"Yinchuan, China",China Northwest Airlines,British Aerospace 146-300,113,55
4195,07/26/1993,"Haenam, South Korea",Asiana Airlines,Boeing B-737-5L9,110,68
4196,07/30/1993,"Serawak, Malaysia",Hornbill Airways,Shorts SC-7 Skyvan 3-100,17,1
4197,07/31/1993,"Devghat, Nepal",Everest Air,Dornier Do-228-101,19,19
4198,08/07/1993,"Augusta, Georgia",Air Taxi - Air Medical Leasing,Beechcraft C-90,4,4
4199,08/18/1993,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,McDonnell Douglas DC-8-61,3,0
4200,08/26/1993,"Near Aldan, Russia",Sakha Airlines,Let 410UVP-E,24,24
4201,08/28/1993,"Khorag, Tajikistan",Tajikistan Airlines,Yakovlev YAK-40,86,82
4202,09/14/1993,"Warsaw, Poland",Lufthansa,Airbus A320-211,70,2
4203,09/21/1993,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-134A,27,27
4204,09/22/1993,"Sukhumi, Georgia",Transair Georgia Airlines,Tupolev TU-154B,132,106
4205,09/23/1993,"Sukhumi,  Georgia",Transair Georgia Airlines,Tupolev 134A,30,1
4206,10/04/1993,"Near Svanetia, Georgia",Military - Georgian Air Force,Mil Mi-8 (helicopter),60,60
4207,10/25/1993,"Franz Josef Glacier, New Zealand",Hibiscus Air,GAF Nomad N-22,9,9
4208,10/26/1993,"Fuzhou, China",China Eastern Airlines,McDonnell Douglas MD-82,80,2
4209,10/27/1993,"Near Namsos, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,20,7
4210,11/06/1993,"Greensburg, Indiana",Roadrunner Airlines,Cessna 421B Golden Eagle,5,5
4211,11/10/1993,"Sandy Lake, Canada",Air Manitoba,Hawker Siddeley HS-748-234 Srs. 2A,7,7
4212,11/13/1993,"Urumqi, China",China Northern Airlines,McDonnell Douglas MD-82,102,12
4213,11/15/1993,"Near Kerman, Iran",Magistralnye Avialinii,Antonov AN-124,17,17
4214,11/20/1993,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),Yakovlev YAK-42D,116,116
4215,11/21/1993,"Near Palencia, Guatemala",Aerovias de Guatemala SA,Beech Queen Air Model 80,13,13
4216,12/01/1993,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,British Aerospace Jetstream BA-3100,18,18
4217,12/03/1993,"Tuktoyaktuk, NWT, Canada",ArctiWings & Rotors,Britten Norman BN-2A Trislander7,7,7
4218,12/09/1993,"Off Dakar, Senegal",Air Senegal / Gambia Airways,DHC-6 Twin Otter 300 / NAMC YS-11,3,3
4219,12/13/1993,"Phonesavanh, Laos",Lao Aviation,Yunshuji Y-12-II,18,18
4220,12/15/1993,"Near Naga, Philippines",Military - Philippine Air Force,Lockheed C-130H,29,29
4221,12/15/1993,"Santa Ana, California",Air Taxi - Martin Aviation LP,Israel Aircraft Industries 1124A,5,5
4222,12/26/1993,"Gyumri, Armenia",Kuban Airlines,Antonov AN-26,36,36
4223,01/03/1994,"Near Irrupts, Siberia, Russia",Baikal Air,Tupolev TU-154M,124,124
4224,10/02/1994,"Off Lord Howe Island, NWSW, Australia",Seaview Aviation,Rockwell Turbo Commander 690B,9,9
4225,01/05/1994,"Okeechobee, Florida",Kimura International,Beechcraft King Air B90,10,10
4226,01/07/1994,"Columbus, Ohio",AtlantiCoast Airlines (United Express),British Aerospace Jetstream 4101,8,5
4227,01/18/1994,"Kinshasa, DemocratiRepubliCongo",Scibe Airlift Cargo Zaire,Learjet 24D,2,2
4228,02/24/1994,"Nalchik, Russia",North Western Air Transport,Antonov AN-12V,13,13
4229,02/25/1994,"Near Carpish, Peru",Expresso Aéreo,Yakovlev YAK-40,31,31
4230,02/25/1994,"East Midlands, England",British World Airways,Vickers 813 Viscount,2,1
4231,03/02/1994,"New York, New York",Continental Airlines,McDonnell Douglas MD-82,116,0
4232,03/08/1994,"New Delhi, India",Sahara,Boeing 737-2R4C,4,4
4233,03/09/1994,"Near Tamworth,  Australia",Jetcraft,Swearingen SA.226AT Merlin IV,1,1
4234,03/14/1994,"Off Malindi, Kenya",Military - U.S. Air Force,Lockheed C-130H Hercules,8,8
4235,03/17/1994,Near Nag,Military - Iranian Air Force,Lockheed Hercules C-130,32,32
4236,03/18/1994,"Spokane, Washington",Salair,Douglas DC-3C,2,2
4237,03/18/1994,"Key West, Florida",Chalk's International Airlines,Grumman G-73T Turbo Mallard,2,2
4238,03/21/1994,"Weipa, Australia",Aurukun Air Services,Britten-Norman BN-2A-21 Trislander,6,6
4239,03/23/1994,"Near Bogota, Colombia",Orion - Air Taxi,Cessna 650 Citation VI,4,4
4240,06/02/1994,"Near Campbeltown, Scotland",Military - Royal Air Force,Boeing Vertol Chinook HC-2 (helicopter),29,29
4241,03/23/1994,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Airbus A310-304,75,75
4242,03/23/1994,"Near Fayetteville, North Carolina",Military - U.S. Air Force / Military U.S. Air Force,GD F-16D / Lockheed C-130E,7,0
4243,04/03/1994,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Bell 206B3,5,5
4244,04/04/1994,"Amsterdam, Netherlands",KLM Cityhopper,Saab 340B,24,3
4245,04/06/1994,"Ambato, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,17,17
4246,04/06/1994,"Kigali, Rwanda",Rwanda Government,Dassault Falcon 50,12,12
4247,04/14/1994,Northern Iraq,Military - U.S. Army / Military U.S. Army,Sikorsky UH-60 / Sikorsky UH-60,26,26
4248,04/25/1994,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Britten Norman BN-2A-21 Trislander,11,11
4249,04/26/1994,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Airbus A300B4-622R,271,264
4250,04/27/1994,"Stratford, Connecticut",Action Airlines,Piper PA-31-350 Navajo,9,8
4251,04/29/1994,"Near El Rosa, Colombia",Lineas Aereas de los Libertadores,Cessna 208 Caravan I,9,8
4252,05/07/1994,"Sao Gabriel, Brazil",Rico Taxi Aero,Embraer 110 Bandeirante,16,8
4253,05/23/1994,"Loma Linda, Colombia",Arall,Pilatus Britten-Norman BN-2B-27 Islander,11,4
4254,05/28/1994,"Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),29,7
4255,08/07/1994,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,7,6
4256,06/06/1994,"Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,160,160
4257,06/13/1994,"Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,9,9
4258,06/18/1994,"Chantilly, Virginia",TAESA,Learjet 25D,12,12
4259,06/18/1994,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,12,12
4260,06/22/1994,"Jeneau, Alaska",Air Taxi - Sun Western Flyers Inc.,de Havilland DHC-3,10,9
4261,06/26/1994,"Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,17,17
4262,06/29/1994,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,Antonov AN-32,70,50
4263,06/30/1994,"Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,7,7
4264,07/01/1994,"Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,93,80
4265,07/02/1994,"Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,57,37
4266,07/11/1994,"Portage Creek, Alaska",Air Taxi - Peninsula Airways,Piper PA-32-301,3,3
4267,07/14/1994,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,7,3
4268,07/17/1994,"Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,6,6
4269,07/17/1994,"Boma, DemocratiRepubliCongo",Sankuru Air Service,Yakovlev 40D,9,5
4270,07/19/1994,"Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,21,21
4271,07/26/1994,"East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,18,18
4272,08/05/1994,"Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,47,47
4273,08/10/1994,"Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,160,0
4274,08/11/1994,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,3,3
4275,08/12/1994,"Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,3,3
4276,08/14/1994,"Kenai, Alaska",Air Taxi - Lake Clark Air Inc.,Piper PA-32-260,4,3
4277,08/21/1994,"Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,44,44
4278,09/08/1994,"Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,132,132
4279,09/13/1994,"Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,5,3
4280,09/17/1994,"Fish Egg Inlet, Canada",PacifiCoastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,4,3
4281,09/18/1994,"Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,39,5
4282,09/23/1994,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,12,6
4283,09/26/1994,"Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,28,28
4284,09/28/1994,"Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,27,1
4285,09/29/1994,"Buenos Aires, Brazil",Radeair,Rockwell 1121B Jet Commander,9,8
4286,09/30/1994,"Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,20,8
4287,12/15/1994,"Lobito, Angola",SL Aviation Services,Douglas DC-3,2,2
4288,10/08/1994,"Mitu, Colombia",SELVA,Antonov AN-32B,10,10
4289,10/12/1994,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Fokker F-28 Fellowship 1000,66,66
4290,10/14/1994,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Lockheed C-130E,21,21
4291,10/26/1994,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-8MTV (helicopter),22,22
4292,10/29/1994,"Batagaj, Russia",Yakutavia,Antonov AN-2,19,7
4293,10/29/1994,"Near Ust'-Ilimsk, Russia",Aeronica,Antonov AN-12BP,23,23
4294,10/31/1994,"Roselawn, Indiana",American Eagle,ATR-72-212,68,68
4295,11/01/1994,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Bell 212,14,14
4296,11/04/1994,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 100,4,4
4297,11/05/1994,"Saposa, Peru",SA Amazonica,Yakovlev YAK-40,30,6
4298,11/16/1994,"Avenal, California",Ameriflight,Beechcraft C99,1,1
4299,11/22/1994,Papua New Guinea,Southwest Air,Britten Norman BN-2A Trislander,7,7
4300,11/22/1994,"Bridgeton, Missouri",Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,142,2
4301,11/25/1994,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-17 (helicopter),22,22
4302,12/10/1994,PacifiOcean,Philippine Air Lines,Boeing B-747-200,293,1
4303,12/10/1994,"Elim, Alaksa",Air Taxi - Ryan Air Service,Cessna 402C,5,5
4304,12/13/1994,"Morrisville, North Carolina",American Eagle,British Aerospace Jetstream 3201,20,15
4305,12/17/1994,"Cerro Aicha, Venezuela",Servivensa,Douglas C-47A-10-DK,9,7
4306,12/17/1994,"Papua, New Guinea",Missionary Aviation Fellowship,de Havilland Canada DHC-6 Twin Otter 200,28,28
4307,12/21/1994,"Coventry, England",Phoenix Aviation,Boeing 737-2D6C,5,5
4308,12/26/1994,"Algiers Airport, Algeria",Air France,Airbus A300B2-1C,239,3
4309,12/29/1994,"Near Van, Turkey",Turkish Airlines (THY),Boeing B-737-4Y0,76,57
4310,01/05/1995,"Isfahan, Iran",Military - Iranian Air Force,Lockheed 1329 Jetstar 8,12,12
4311,01/10/1995,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,14,14
4312,01/11/1995,"Cartagena, Colombia",Intercontinental de Aviacion,McDonnell Douglas DC-9-14,52,51
4313,01/11/1995,"Flagstaff, Arizona",Empire Airlines,Cessna 208B Caravan I Super Cargomaster,1,1
4314,01/11/1995,"Masset, British Columbia, Canada",Canada Jet Charters,Learjet 35,5,5
4315,01/12/1995,"Pleasanton, California",West Air,Cessna 208B Caravan I Super Cargomaster,1,1
4316,01/14/1995,"Blyn, Washington",Air Taxi - Coastal Airways Inc.,Cessna 172N,4,3
4317,01/14/1995,"Los Angeles, CA",Air Taxi - Wolfe Air Aviation Ltd.,Bell 206B,4,2
4318,01/17/1995,"Kathmandu, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,24,2
4319,01/20/1995,"Near Krasnoyarsk, Russia",Abakan Airlines,Let 410UVP,19,3
4320,01/20/1995,"Le Bourget, France",Leadair - Charter,Dassault Falcon 20E,10,10
4321,01/30/1995,"Kuei Shan Hsiang, Taiwan",Transasia Airways,Aerospatiale ATR-72,4,4
4322,02/13/1995,"Near Tusayan, Arizona",Las Vegas Airlines,Piper PA-31-350 Navajo,10,8
4323,02/16/1995,"Kansas City, Missouri",ATI,McDonnell Douglas DC-8-63F,3,3
4324,03/16/1995,"Ossora, Russia",Aeroflot,Antonov 26B,10,9
4325,03/22/1995,"Reno, Nevada",Union Flights,Cessna 208B Caravan I Super Cargomaster,1,1
4326,03/29/1995,"Near Hamilton, New Zealand",Kiwi West Aviation,Beech Queen Air B80,6,6
4327,03/31/1995,"Near Balotesti, Romania",Transporturile Aeriene Romane (TAROM),Airbus A310-324,60,60
4328,04/17/1995,"Near Alexander City, Alabama",Military - U.S. Air Force,Learjet C-21A,8,8
4329,04/23/1995,"Lagos, Nigeria",Bristow Helicopters,de Havilland Canada DHC-6 Twin Otter 300,9,1
4330,04/27/1995,"Alice Springs, Australia",IAI 1124 Westwind,Pel Air,3,3
4331,04/29/1995,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Hawker Siddeley HS-748-357/2B SCD,52,52
4332,05/01/1995,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Swear. SA-227CC Metro 23/Piper Navajo,8,8
4333,05/03/1995,"Quito, Ecuador",American Jet,Grumman Gulfstream II,7,7
4334,05/09/1995,"Cerro San Jeronimo, Colombia",ADES Colombia,Curtiss C-46F,9,9
4335,05/13/1995,"Near Boise, Idaho",Military - U.S. Air Force,Lockheed C-130E Hercules,6,6
4336,05/24/1995,"Near Leeds, England",Knight Air,Embraer 110 P1 Bandeirante,12,12
4337,05/25/1995,"Miraflores, Colombia",LACOL,Douglas DC-3C,11,2
4338,05/29/1995,"Off Mbour, Senegal",Senegalair,Piper PA-31-310 Navajo,10,6
4339,06/08/1995,"Atlanta, Georgia",ValuJet,McDonnell Douglas DC-9-32,62,0
4340,06/09/1995,"Near Palmerston North, New Zealand",Ansett New Zealand,de Havilland Canada DHC-8-102,21,5
4341,06/14/1995,"Volgograd, Russia",Volga Air,Antonov 2R,12,12
4342,06/16/1995,"Herputchi, Russia",Aeroflot,Antonov AN-2,14,13
4343,06/17/1995,"Near Cuvela, Angola",Military - Angolan Air Force,CASA 212-200 Aviocar,48,48
4344,06/24/1995,"Lagos, Nigeria",Harka Air Services,Tupolev TU-134A,80,16
4345,06/27/1995,"La Romana, Dominican Republic",Salair,Convair CV-440,2,2
4346,06/30/1995,"Kodiak, Alaska",Air Taxi - Island Air Service,Piper PA-32-301,4,4
4347,07/01/1995,"Kiunga, Papua New Guinea",Garamut Aviation,de Havilland Canada C-7A Caribou,3,3
4348,07/07/1995,"Haines, Alaska",Air Taxi - Lab Flying Service Inc.,Piper PA-32R-300,6,6
4349,07/12/1995,"Gumey, Papua New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,15,15
4350,07/17/1995,"Bintuni,  Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,18,1
4351,07/18/1995,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Douglas C-47A,34,34
4352,07/25/1995,"Near Karamui, Papua New Guinea",Transniugini Airways,Britten-Norman BN-2A Islander,2,2
4353,08/02/1995,"Johannesburg, South Africa",Aero Air,Antonov An-2R,3,3
4354,08/09/1995,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Boeing B-737-2H6,65,65
4355,08/09/1995,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Hawker Siddeley HS-748 2A,10,10
4356,08/14/1995,"Nevada del Huila, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,10,10
4357,08/21/1995,"Near Carrollton, GA",AtlantiSoutheast Airlines,Embraer 120-RT Brasilia,29,10
4358,09/01/1995,"Near Farewell, Alaska",North Star Air Cargo,Shorts SC-7 Skyvan,1,1
4359,09/02/1995,"Toronto, Ontario, Canada",Military - Royal Air Force,British Aerospace Nimrod MR-2P,7,7
4360,09/02/1995,"Beaver Dam, Arizona",Adventure Airlines,Cessna 421C Golden Eagle,8,8
4361,09/09/1995,"Near La Macarena, Colombia",SAETA,CASA 212 Aviocar 200,22,21
4362,09/11/1995,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Antonov AN-26B,51,3
4363,09/12/1995,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,81,81
4364,09/13/1995,"Marsh Harbour, Bahamas",Bimini Air Charter Inc.,Cessna 402B,9,5
4365,09/15/1995,"Tawau,  Malaysia",Malaysia Airlines,Fokker 50,53,34
4366,09/16/1995,"Tamworth, Australia",Tamair,Swearingen SA.227AC Metro III,3,2
4367,09/21/1995,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Antonov AN-24RV,43,42
4368,09/22/1995,"Anchorage, Alaska",Military - U.S. Air Force,Boeing B-707 (E-3B),24,24
4369,09/24/1995,"Sterligov Cape, Russia",Norilsk Flight Company,Mil Mi-8T,15,15
4370,09/27/1995,"Campbell River, British Columbia, Canada",Western Straits Air,De Havilland Dash-3,10,8
4371,10/03/1995,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,CASA 212,14,1
4372,10/04/1995,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,Mil Mi-8MTV-1,15,15
4373,10/10/1995,"Bayfield, Colorado",Air Taxi - Durango Air Service,Cessna 172RG,3,3
4374,10/22/1995,"Papua, New Guinea",Islands Nationair,Britten-Norman BN-2A Trislander,13,13
4375,10/31/1995,"Near Piedras Negras, Mexico",TACSA,Cessna 208B Caravan,11,9
4376,11/09/1995,"Near Luyaba, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 500,53,53
4377,11/13/1995,"Kaduna, Nigeria",Nigeria Airways,Boeing B-737-2F9,137,9
4378,11/22/1995,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,63,63
4379,11/29/1995,"Off Labuan, Malaysia",Sabah Air,Bell 412 (helicopter),10,10
4380,11/30/1995,"Baku, Azerbaijan",Azerbaijan Airlines,Boeing 707-323C,6,2
4381,12/03/1995,"Near Douala, Cameroon",Cameroon Airlines,Boeing B-737-2K9,78,72
4382,12/05/1995,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Tupolev TU-134B-3,82,54
4383,12/07/1995,"Near Grossevichi, Russia",Far East Aviation,Tupolev TU-154B,98,98
4384,12/08/1995,"Near Belle Anse, Haiti",Air St. Martin,Beechcraft 1900D,20,20
4385,12/13/1995,"Verona  - Villafranca, Italy",Romanian Banat Air,Antonov AN-24B,49,49
4386,12/18/1995,"Kahengula, Angola",Trans Service Airlift,Lockheed L-188C Electra,144,141
4387,12/20/1995,"Near Buga, Valle del Cauca, Colombia",American Airlines,Boeing B-757-223,164,160
4388,12/22/1995,"Bagasin, Papua New Guinea",Island Airways,Britten Norman BN-2A-21 Trislander,12,2
4389,03/12/1996,"Karabogazgol Bay, Turkmenistan",Akhal Air,Mil Mi-8T (helicopter),12,12
4390,01/08/1996,"Kinshasa, Zaire",African Air,Antonov AN-32B,6,2
4391,01/08/1996,"Off Bridgetown, Barbados",Mustique Airways,Britten-Norman BN-2A-27 Islander,10,1
4392,01/18/1996,"Near Kano, Nigeria",Military - Nigerian Air Force,Hawker Siddeley HS-748,14,14
4393,01/22/1996,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,Mil Mi-17 (helicopter),39,39
4394,01/29/1996,"Near Blenheim, New Zealand",Soundsair,Cessna 208 Caravan I,6,5
4395,02/04/1996,"Asuncion, Paraguay",Lineas Aereas del Caribe,McDonnell Douglas DC-8-55F,4,4
4396,02/05/1996,"St. Johns, Arizona",Business Air Connection,ConvairCV-440,4,4
4397,02/06/1996,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Boeing B-757-225,189,189
4398,02/06/1996,"Near Ensenada, Mexico",Aérotaxi Cachanilla,Cessna 500 Citation,8,8
4400,02/12/1996,"Port-au-Prince, Hati",Hati Express,GAF Nomad N-24A,15,11
4401,02/16/1996,"El Zapotal, Guatemala",AVCOM,de Havilland Canada DHC-6 Twin Otter 300,2,2
4402,02/19/1996,"Salzburg, Austria",Private Wings,Cessna 550 Citation,10,10
